pokedex_number,name,type_1,type_2,hp,attack,defense,sp_attack,sp_defense,speed,base_stat_total,height_m,weight_kg,base_experience,abilities,hidden_ability,generation,is_legendary,is_mythical,is_baby,color,shape,egg_groups,habitat,growth_rate,capture_rate,base_happiness,genus,evolution_chain_id,flavor_text,sprite_url
957,Tinkatink,Fairy,Steel,50,45,45,35,64,58,297,0.4,8.9,59,mold-breaker|own-tempo|pickpocket,pickpocket,gen-ix,False,False,False,pink,humanoid,fairy,,medium-slow,190,50,Metalsmith Pokémon,501,"It swings its handmade hammer around to protect itself, but the hammer is often stolen by Pokémon that eat metal.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/957.png
958,Tinkatuff,Fairy,Steel,65,55,55,45,82,78,380,0.7,59.1,133,mold-breaker|own-tempo|pickpocket,pickpocket,gen-ix,False,False,False,pink,humanoid,fairy,,medium-slow,90,50,Hammer Pokémon,501,"This Pokémon will attack groups of Pawniard and Bisharp, gathering metal from them in order to create a large and sturdy hammer.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/958.png
959,Tinkaton,Fairy,Steel,85,75,77,70,105,94,506,0.7,112.8,253,mold-breaker|own-tempo|pickpocket,pickpocket,gen-ix,False,False,False,pink,humanoid,fairy,,medium-slow,45,50,Hammer Pokémon,501,"This intelligent Pokémon has a very daring disposition. It knocks rocks into the sky with its hammer, aiming for flying Corviknight.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/959.png
960,Wiglett,Water,,10,55,25,35,25,95,245,1.2,1.8,49,gooey|rattled|sand-veil,sand-veil,gen-ix,False,False,False,white,blob,water3,,medium,255,50,Garden Eel Pokémon,502,This Pokémon can pick up the scent of a Veluza just over 65 feet away and will hide itself in the sand.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/960.png
961,Wugtrio,Water,,35,100,50,50,70,120,425,1.2,5.4,149,gooey|rattled|sand-veil,sand-veil,gen-ix,False,False,False,red,blob,water3,,medium,50,50,Garden Eel Pokémon,502,"It has a vicious temperament, contrary to what its appearance may suggest. It wraps its long bodies around prey, then drags the prey into its den.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/961.png
962,Bombirdier,Flying,Dark,70,103,85,60,85,82,485,1.5,42.9,243,big-pecks|keen-eye|rocky-payload,rocky-payload,gen-ix,False,False,False,white,wings,flying,,slow,25,50,Item Drop Pokémon,503,"It gathers things up in an apron made from shed feathers added to the Pokémon’s chest feathers, then drops those things from high places for fun.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/962.png
963,Finizen,Water,,70,45,40,45,40,75,315,1.3,60.2,63,water-veil,,gen-ix,False,False,False,blue,fish,ground|water2,,slow,200,50,Dolphin Pokémon,504,It likes playing with others of its kind using the water ring on its tail. It uses ultrasonic waves to sense the emotions of other living creatures.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/963.png
964,Palafin-Zero,Water,,100,70,72,53,62,100,457,1.3,60.2,160,zero-to-hero,,gen-ix,False,False,False,blue,fish,ground|water2,,slow,45,50,Dolphin Pokémon,504,This Pokémon changes its appearance if it hears its allies calling for help. Palafin will never show anybody its moment of transformation.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/964.png
965,Varoom,Steel,Poison,45,70,63,30,45,47,300,1.0,35.0,60,overcoat|slow-start,slow-start,gen-ix,False,False,False,gray,legs,mineral,,medium,190,50,Single-Cyl Pokémon,505,It is said that this Pokémon was born when an unknown poison Pokémon entered and inspirited an engine left at a scrap-processing factory.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/965.png
966,Revavroom,Steel,Poison,80,119,90,54,67,90,500,1.8,120.0,175,overcoat|filter,filter,gen-ix,False,False,False,gray,legs,mineral,,medium,75,50,Multi-Cyl Pokémon,505,It creates a gas out of poison and minerals from rocks. It then detonates the gas in its cylinders—now numbering eight—to generate energy.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/966.png
967,Cyclizar,Dragon,Normal,70,95,65,85,65,121,501,1.6,63.0,175,shed-skin|regenerator,regenerator,gen-ix,False,False,False,green,quadruped,ground,,medium-slow,190,50,Mount Pokémon,506,"Apparently Cyclizar has been allowing people to ride on its back since ancient times. Depictions of this have been found in 10,000-year-old murals.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/967.png
968,Orthworm,Steel,,70,85,145,60,55,65,480,2.5,310.0,240,earth-eater|sand-veil,sand-veil,gen-ix,False,False,False,pink,squiggle,ground,,slow,25,50,Earthworm Pokémon,507,"When attacked, this Pokémon will wield the tendrils on its body like fists and pelt the opponent with a storm of punches.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/968.png
969,Glimmet,Rock,Poison,48,35,42,105,60,60,350,0.7,8.0,70,toxic-debris|corrosion,corrosion,gen-ix,False,False,False,blue,ball,mineral,,medium-slow,70,50,Ore Pokémon,508,It absorbs nutrients from cave walls. The petals it wears are made of crystallized poison.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/969.png
970,Glimmora,Rock,Poison,83,55,90,130,81,86,525,1.5,45.0,184,toxic-debris|corrosion,corrosion,gen-ix,False,False,False,blue,ball,mineral,,medium-slow,25,50,Ore Pokémon,508,"When this Pokémon detects danger, it will open up its crystalline petals and fire beams from its conical body.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/970.png
971,Greavard,Ghost,,50,61,60,30,55,34,290,0.6,35.0,58,pickup|fluffy,fluffy,gen-ix,False,False,False,white,quadruped,ground,,medium-slow,120,50,Ghost Dog Pokémon,509,It is said that a dog Pokémon that died in the wild without ever interacting with a human was reborn as this Pokémon.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/971.png
972,Houndstone,Ghost,,72,101,100,50,97,68,488,2.0,15.0,171,sand-rush|fluffy,fluffy,gen-ix,False,False,False,white,quadruped,ground,,medium-slow,60,50,Ghost Dog Pokémon,509,"Houndstone spends most of its time sleeping in graveyards. Among all the dog Pokémon, this one is most loyal to its master.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/972.png
973,Flamigo,Flying,Fighting,82,115,74,75,64,90,500,1.6,37.0,175,scrappy|tangled-feet|costar,costar,gen-ix,False,False,False,pink,wings,flying,,medium-slow,100,50,Synchronize Pokémon,510,This Pokémon apparently ties the base of its neck into a knot so that energy stored in its belly does not escape from its beak.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/973.png
974,Cetoddle,Ice,,108,68,45,30,40,43,334,1.2,45.0,67,thick-fat|snow-cloak|sheer-force,sheer-force,gen-ix,False,False,False,white,upright,ground,,medium-slow,150,50,Terra Whale Pokémon,511,This species left the ocean and began living on land a very long time ago. It seems to be closely related to Wailmer.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/974.png
975,Cetitan,Ice,,170,113,65,45,55,73,521,4.5,700.0,182,thick-fat|slush-rush|sheer-force,sheer-force,gen-ix,False,False,False,white,upright,ground,,medium-slow,50,50,Terra Whale Pokémon,511,"This Pokémon wanders around snowy, icy areas. It protects its body with powerful muscles and a thick layer of fat under its skin.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/975.png
976,Veluza,Water,Psychic,90,102,73,78,65,70,478,2.5,90.0,167,mold-breaker|sharpness,sharpness,gen-ix,False,False,False,gray,fish,water2,,fast,100,50,Jettison Pokémon,512,"When Veluza discards unnecessary flesh, its mind becomes honed and its psychic power increases. The spare flesh has a mild but delicious flavor.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/976.png
977,Dondozo,Water,,150,100,115,65,65,35,530,12.0,220.0,265,unaware|oblivious|water-veil,water-veil,gen-ix,False,False,False,blue,fish,water2,,slow,25,50,Big Catfish Pokémon,513,"This Pokémon is a glutton, but it’s bad at getting food. It teams up with a Tatsugiri to catch prey.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/977.png
978,Tatsugiri-Curly,Dragon,Water,68,50,60,120,95,82,475,0.3,8.0,166,commander|storm-drain,storm-drain,gen-ix,False,False,False,pink,fish,water2,,medium-slow,100,50,Mimicry Pokémon,514,This is a small dragon Pokémon. It lives inside the mouth of Dondozo to protect itself from enemies on the outside.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/978.png
979,Annihilape,Fighting,Ghost,110,115,80,50,90,90,535,1.2,56.0,268,vital-spirit|inner-focus|defiant,defiant,gen-ix,False,False,False,gray,humanoid,ground,,medium,45,50,Rage Monkey Pokémon,24,"When its anger rose beyond a critical point, this Pokémon gained power that is unfettered by the limits of its physical body.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/979.png
980,Clodsire,Poison,Ground,130,75,60,45,100,20,430,1.8,223.0,151,poison-point|water-absorb|unaware,unaware,gen-ix,False,False,False,brown,quadruped,water1|ground,,medium,90,50,Spiny Fish Pokémon,96,"When attacked, this Pokémon will retaliate by sticking thick spines out from its body. It’s a risky move that puts everything on the line.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/980.png
981,Farigiraf,Normal,Psychic,120,90,70,110,70,60,520,3.2,160.0,260,cud-chew|armor-tail|sap-sipper,sap-sipper,gen-ix,False,False,False,brown,quadruped,ground,,medium,45,50,Long Neck Pokémon,101,"Now that the brain waves from the head and tail are synced up, the psychic power of this Pokémon is 10 times stronger than Girafarig’s.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/981.png
982,Dudunsparce-Two-Segment,Normal,,125,100,80,85,75,55,520,3.6,39.2,182,serene-grace|run-away|rattled,rattled,gen-ix,False,False,False,yellow,squiggle,ground,,medium,45,50,Land Snake Pokémon,103,This Pokémon uses its hard tail to make its nest by boring holes into bedrock deep underground. The nest can reach lengths of over six miles.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/982.png
983,Kingambit,Dark,Steel,100,135,120,60,85,50,550,2.0,120.0,275,defiant|supreme-overlord|pressure,pressure,gen-ix,False,False,False,black,humanoid,humanshape,,medium,25,50,Big Blade Pokémon,317,Only a Bisharp that stands above all others in its vast army can evolve into Kingambit.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/983.png
984,Great-Tusk,Ground,Fighting,115,131,131,53,53,87,570,2.2,320.0,285,protosynthesis,,gen-ix,False,False,False,purple,quadruped,no-eggs,,slow,30,0,Paradox Pokémon,515,Sightings of this Pokémon have occurred in recent years. The name Great Tusk was taken from a creature listed in a certain book.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/984.png
985,Scream-Tail,Fairy,Psychic,115,65,99,65,115,111,570,1.2,8.0,285,protosynthesis,,gen-ix,False,False,False,pink,upright,no-eggs,,slow,50,0,Paradox Pokémon,516,There has been only one reported sighting of this Pokémon. It resembles a mysterious creature depicted in an old expedition journal.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/985.png
986,Brute-Bonnet,Grass,Dark,111,127,99,79,99,55,570,1.2,21.0,285,protosynthesis,,gen-ix,False,False,False,gray,quadruped,no-eggs,,slow,50,0,Paradox Pokémon,517,It is possible that the creature listed as Brute Bonnet in a certain book could actually be this Pokémon.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/986.png
987,Flutter-Mane,Ghost,Fairy,55,55,55,135,135,135,570,1.4,4.0,285,protosynthesis,,gen-ix,False,False,False,gray,wings,no-eggs,,slow,30,0,Paradox Pokémon,518,"This Pokémon has characteristics similar to those of Flutter Mane, a creature mentioned in a certain book.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/987.png
988,Slither-Wing,Bug,Fighting,85,135,79,85,105,81,570,3.2,92.0,285,protosynthesis,,gen-ix,False,False,False,red,quadruped,no-eggs,,slow,30,0,Paradox Pokémon,519,This mysterious Pokémon has some similarities to a creature that an old book introduced as Slither Wing.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/988.png
989,Sandy-Shocks,Electric,Ground,85,81,97,121,85,101,570,2.3,60.0,285,protosynthesis,,gen-ix,False,False,False,gray,quadruped,no-eggs,,slow,30,0,Paradox Pokémon,520,"No records exist of this Pokémon being caught. Data is lacking, but the Pokémon’s traits match up with a creature shown in an expedition journal.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/989.png
990,Iron-Treads,Ground,Steel,90,112,120,72,70,106,570,0.9,240.0,285,quark-drive,,gen-ix,False,False,False,gray,quadruped,no-eggs,,slow,30,0,Paradox Pokémon,521,This Pokémon closely resembles a scientific weapon that a paranormal magazine claimed was sent to this planet by aliens.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/990.png
991,Iron-Bundle,Ice,Water,56,80,114,124,60,136,570,0.6,11.0,285,quark-drive,,gen-ix,False,False,False,red,upright,no-eggs,,slow,50,0,Paradox Pokémon,522,Its shape is similar to a robot featured in a paranormal magazine article. The robot was said to have been created by an ancient civilization.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/991.png
992,Iron-Hands,Fighting,Electric,154,140,108,50,68,50,570,1.8,380.7,285,quark-drive,,gen-ix,False,False,False,gray,humanoid,no-eggs,,slow,50,0,Paradox Pokémon,523,It is very similar to a cyborg covered exclusively by a paranormal magazine. The cyborg was said to be the modified form of a certain athlete.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/992.png
993,Iron-Jugulis,Dark,Flying,94,80,86,122,80,108,570,1.3,111.0,285,quark-drive,,gen-ix,False,False,False,blue,upright,no-eggs,,slow,30,0,Paradox Pokémon,524,"It resembles a certain Pokémon introduced in a paranormal magazine, described as the offspring of a Hydreigon that fell in love with a robot.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/993.png
994,Iron-Moth,Fire,Poison,80,70,60,140,110,110,570,1.2,36.0,285,quark-drive,,gen-ix,False,False,False,yellow,bug-wings,no-eggs,,slow,30,0,Paradox Pokémon,525,This Pokémon resembles an unknown object described in a paranormal magazine as a UFO sent to observe humanity.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/994.png
995,Iron-Thorns,Rock,Electric,100,134,110,70,84,72,570,1.6,303.0,285,quark-drive,,gen-ix,False,False,False,green,upright,no-eggs,,slow,30,0,Paradox Pokémon,526,It has some similarities to a Pokémon introduced in a dubious magazine as a Tyranitar from one billion years into the future.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/995.png
996,Frigibax,Dragon,Ice,65,75,45,35,45,55,320,0.5,17.0,64,thermal-exchange|ice-body,ice-body,gen-ix,False,False,False,gray,upright,dragon|mineral,,slow,45,50,Ice Fin Pokémon,527,"Frigibax absorbs heat through its dorsal fin and converts the heat into ice energy. The higher the temperature, the more energy Frigibax stores.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/996.png
997,Arctibax,Dragon,Ice,90,95,66,45,65,62,423,0.8,30.0,148,thermal-exchange|ice-body,ice-body,gen-ix,False,False,False,gray,upright,dragon|mineral,,slow,25,50,Ice Fin Pokémon,527,"Arctibax freezes the air around it, protecting its face with an ice mask and turning its dorsal fin into a blade of ice.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/997.png
998,Baxcalibur,Dragon,Ice,115,145,92,75,86,87,600,2.1,210.0,300,thermal-exchange|ice-body,ice-body,gen-ix,False,False,False,gray,upright,dragon|mineral,,slow,10,50,Ice Dragon Pokémon,527,This Pokémon blasts cryogenic air out from its mouth. This air can instantly freeze even liquid-hot lava.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/998.png
999,Gimmighoul,Ghost,,45,30,70,75,70,10,300,0.3,5.0,60,rattled,,gen-ix,False,False,False,brown,blob,no-eggs,,slow,45,50,Coin Chest Pokémon,528,"This Pokémon was born inside a treasure chest about 1,500 years ago. It sucks the life-force out of scoundrels who try to steal the treasure.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/999.png
1000,Gholdengo,Steel,Ghost,87,60,95,133,91,84,550,1.2,30.0,275,good-as-gold,,gen-ix,False,False,False,yellow,humanoid,no-eggs,,slow,45,50,Coin Entity Pokémon,528,"Its body seems to be made up of 1,000 coins. This Pokémon gets along well with others and is quick to make friends with anybody.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1000.png
1001,Wo-Chien,Dark,Grass,85,85,100,95,135,70,570,1.5,74.2,285,tablets-of-ruin,,gen-ix,True,False,False,brown,squiggle,no-eggs,,slow,6,0,Ruinous Pokémon,529,The grudge of a person punished for writing the king’s evil deeds upon wooden tablets has clad itself in dead leaves to become a Pokémon.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1001.png
1002,Chien-Pao,Dark,Ice,80,120,80,90,65,135,570,1.9,152.2,285,sword-of-ruin,,gen-ix,True,False,False,white,quadruped,no-eggs,,slow,6,0,Ruinous Pokémon,530,This Pokémon can control 100 tons of fallen snow. It plays around innocently by leaping in and out of avalanches it has caused.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1002.png
1003,Ting-Lu,Dark,Ground,155,110,125,55,80,45,570,2.7,699.7,285,vessel-of-ruin,,gen-ix,True,False,False,brown,quadruped,no-eggs,,slow,6,0,Ruinous Pokémon,531,The fear poured into an ancient ritual vessel has clad itself in rocks and dirt to become a Pokémon.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1003.png
1004,Chi-Yu,Dark,Fire,55,80,80,135,120,100,570,0.4,4.9,285,beads-of-ruin,,gen-ix,True,False,False,red,fish,no-eggs,,slow,6,0,Ruinous Pokémon,532,"It controls flames burning at over 5,400 degrees Fahrenheit. It casually swims through the sea of lava it creates by melting rock and sand.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1004.png
1005,Roaring-Moon,Dragon,Dark,105,139,71,55,101,119,590,2.0,380.0,295,protosynthesis,,gen-ix,False,False,False,green,quadruped,no-eggs,,slow,10,0,Paradox Pokémon,533,It is possible that this is the creature listed as Roaring Moon in an expedition journal that still holds many mysteries.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1005.png
1006,Iron-Valiant,Fairy,Fighting,74,130,90,120,60,116,590,1.4,35.0,295,quark-drive,,gen-ix,False,False,False,white,humanoid,no-eggs,,slow,10,0,Paradox Pokémon,534,It has some similarities to a mad scientist’s invention covered in a paranormal magazine.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1006.png
1007,Koraidon,Fighting,Dragon,100,135,115,85,100,135,670,2.5,303.0,335,orichalcum-pulse,,gen-ix,True,False,False,red,upright,no-eggs,,slow,3,0,Paradox Pokémon,535,This seems to be the Winged King mentioned in an old expedition journal. It was said to have split the land with its bare fists.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1007.png
1008,Miraidon,Electric,Dragon,100,85,100,135,115,135,670,3.5,240.0,335,hadron-engine,,gen-ix,True,False,False,blue,quadruped,no-eggs,,slow,3,0,Paradox Pokémon,536,"Much remains unknown about this creature. It resembles Cyclizar, but it is far more ruthless and powerful.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1008.png
1009,Walking-Wake,Water,Dragon,99,83,91,125,83,109,590,3.5,280.0,295,protosynthesis,,gen-ix,False,False,False,blue,upright,no-eggs,,slow,5,0,Paradox Pokémon,537,This ferocious creature is shrouded in mystery. It's named after an aquatic monster mentioned in an old expedition journal.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1009.png
1010,Iron-Leaves,Grass,Psychic,90,130,88,70,108,104,590,1.5,125.0,295,quark-drive,,gen-ix,False,False,False,green,quadruped,no-eggs,,slow,5,0,Paradox Pokémon,538,Many of its physical characteristics match those of a Virizion from the future that was covered in a paranormal magazine.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1010.png
1011,Dipplin,Grass,Dragon,80,80,110,95,80,40,485,0.4,9.7,170,supersweet-syrup|gluttony|sticky-hold,sticky-hold,gen-ix,False,False,False,green,heads,plant|dragon,,slow,45,50,Candy Apple Pokémon,442,Dipplin is two creatures in one Pokémon. Its evolution was triggered by a special apple grown only in one place.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1011.png
1012,Poltchageist,Grass,Ghost,40,45,45,74,54,50,308,0.1,1.1,62,hospitality|heatproof,heatproof,gen-ix,False,False,False,green,ball,mineral|indeterminate,,slow,120,50,Matcha Pokémon,539,"Supposedly, the regrets of a tea ceremony master who died before perfecting his craft lingered in some matcha and became a Pokémon.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1012.png
1013,Sinistcha,Grass,Ghost,71,60,106,121,80,70,508,0.2,2.2,178,hospitality|heatproof,heatproof,gen-ix,False,False,False,green,ball,mineral|indeterminate,,slow,60,50,Matcha Pokémon,539,"It pretends to be tea, trying to fool people into drinking it so it can drain their life-force. Its ruse is generally unsuccessful.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1013.png
1014,Okidogi,Poison,Fighting,88,128,115,58,86,80,555,1.8,92.2,278,toxic-chain|guard-dog,guard-dog,gen-ix,True,False,False,black,upright,no-eggs,,slow,3,0,Retainer Pokémon,540,"After all its muscles were stimulated by the toxic chain around its neck, Okidogi transformed and gained a powerful physique.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1014.png
1015,Munkidori,Poison,Psychic,88,75,66,130,90,106,555,1.0,12.2,278,toxic-chain|frisk,frisk,gen-ix,True,False,False,black,humanoid,no-eggs,,slow,3,0,Retainer Pokémon,541,The chain is made from toxins that enhance capabilities. It stimulated Munkidori's brain and caused the Pokémon's psychic powers to bloom.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1015.png
1016,Fezandipiti,Poison,Fairy,88,91,82,70,125,99,555,1.4,30.1,278,toxic-chain|technician,technician,gen-ix,True,False,False,black,wings,no-eggs,,slow,3,0,Retainer Pokémon,542,Fezandipiti owes its beautiful looks and lovely voice to the toxic stimulants emanating from the chain wrapped around its body.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1016.png
1017,Ogerpon,Grass,,80,120,84,60,96,110,550,1.2,39.8,275,defiant,,gen-ix,True,False,False,green,humanoid,no-eggs,,slow,5,50,Mask Pokémon,543,This Pokémon's type changes based on which mask it's wearing. It confounds its enemies with nimble movements and kicks.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1017.png
1018,Archaludon,Steel,Dragon,90,105,130,125,65,85,600,2.0,60.0,300,stamina|sturdy|stalwart,stalwart,gen-ix,False,False,False,white,upright,mineral|dragon,,medium,10,50,Alloy Pokémon,465,It gathers static electricity from its surroundings. The beams it launches when down on all fours are tremendously powerful.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1018.png
1019,Hydrapple,Grass,Dragon,106,80,110,120,80,44,540,1.8,93.0,270,supersweet-syrup|regenerator|sticky-hold,sticky-hold,gen-ix,False,False,False,green,heads,plant|dragon,,slow-then-very-fast,10,50,Apple Hydra Pokémon,442,Seven syrpents live inside an apple made of syrup. The syrpent in the center is the commander.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1019.png
1020,Gouging-Fire,Fire,Dragon,105,115,121,65,93,91,590,3.5,590.0,295,protosynthesis,,gen-ix,False,False,False,brown,quadruped,no-eggs,,slow,10,0,Paradox Pokémon,544,There are scant few reports of this creature being sighted. One short video shows it rampaging and spouting pillars of flame.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1020.png
1021,Raging-Bolt,Electric,Dragon,125,73,91,137,89,75,590,5.2,480.0,295,protosynthesis,,gen-ix,False,False,False,yellow,quadruped,no-eggs,,slow,10,0,Paradox Pokémon,545,It's said to incinerate everything around it with lightning launched from its fur. Very little is known about this creature.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1021.png
1022,Iron-Boulder,Rock,Psychic,90,120,80,68,108,124,590,1.5,162.5,295,quark-drive,,gen-ix,False,False,False,gray,quadruped,no-eggs,,slow,10,0,Paradox Pokémon,547,It resembles a Pokémon described in a dubious magazine as a Terrakion that had been modified by an evil organization.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1022.png
1023,Iron-Crown,Steel,Psychic,90,72,100,122,108,98,590,1.6,156.0,295,quark-drive,,gen-ix,False,False,False,blue,quadruped,no-eggs,,slow,10,0,Paradox Pokémon,546,It resembles a mysterious object introduced in a paranormal magazine as a cutting-edge weapon shaped like a Cobalion.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1023.png
1024,Terapagos,Normal,,90,65,85,65,85,60,450,0.2,6.5,90,tera-shift,,gen-ix,True,False,False,blue,quadruped,no-eggs,,slow,255,50,Tera Pokémon,548,Terapagos protects itself using its power to transform energy into hard crystals. This Pokémon is the source of the Terastal phenomenon.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1024.png
1025,Pecharunt,Poison,Ghost,88,88,160,88,88,88,600,0.3,0.3,300,poison-puppeteer,,gen-ix,False,True,False,purple,ball,no-eggs,,slow,3,0,Subjugation Pokémon,549,"It feeds others toxic mochi that draw out desires and capabilities. Those who eat the mochi fall under Pecharunt’s control, chained to its will.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1025.png
10001,Deoxys-Attack,Psychic,,50,180,20,180,20,150,600,1.7,60.8,270,pressure,,gen-iii,False,True,False,red,humanoid,no-eggs,rare,slow,3,0,DNA Pokémon,202,The DNA of a space virus underwent a sudden mutation upon exposure to a laser beam and resulted in DEOXYS. The crystalline organ on this POKéMON’s chest appears to be its brain.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10001.png
10002,Deoxys-Defense,Psychic,,50,70,160,70,160,90,600,1.7,60.8,270,pressure,,gen-iii,False,True,False,red,humanoid,no-eggs,rare,slow,3,0,DNA Pokémon,202,The DNA of a space virus underwent a sudden mutation upon exposure to a laser beam and resulted in DEOXYS. The crystalline organ on this POKéMON’s chest appears to be its brain.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10002.png
10003,Deoxys-Speed,Psychic,,50,95,90,95,90,180,600,1.7,60.8,270,pressure,,gen-iii,False,True,False,red,humanoid,no-eggs,rare,slow,3,0,DNA Pokémon,202,The DNA of a space virus underwent a sudden mutation upon exposure to a laser beam and resulted in DEOXYS. The crystalline organ on this POKéMON’s chest appears to be its brain.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10003.png
10004,Wormadam-Sandy,Bug,Ground,60,79,105,59,85,36,424,0.5,6.5,148,anticipation|overcoat,overcoat,gen-iv,False,False,False,green,blob,bug,,medium,45,70,Bagworm Pokémon,213,"When BURMY evolved, its cloak became a part of this Pokémon’s body. The cloak is never shed.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10004.png
10005,Wormadam-Trash,Bug,Steel,60,69,95,69,95,36,424,0.5,6.5,148,anticipation|overcoat,overcoat,gen-iv,False,False,False,green,blob,bug,,medium,45,70,Bagworm Pokémon,213,"When BURMY evolved, its cloak became a part of this Pokémon’s body. The cloak is never shed.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10005.png
